"","siteid","sitename","LandUnitDetail","latitudedd","longitudedd","ElevationMeters","PrimaryType","SecondaryType","surveyid","surveydate","surveyors","surveyprotocol","ExtentOfData","seapscore_id","HAB_quality","FHI_herbivory","FHI_recreation","AC_culturalSignificance","FHI_flowRegulation","AQ_persistence","FHI_humanImpactRiskScore","meanConditionScore"
"24",446,"Veit Spring","Coconino NF, Peaks RD",35.30671,-111.71294,2620,"hillslope","cave",1003707383,"8/14/2009","Larry Stevens and Julaire Scott","Stevens et al. Level 2",9,132,3,3,3,6,3,3,3.875,3.70972
"25",271,"Big Spring","Kaibab NF, North Kaibab RD",36.60225,-112.3489,2150,"hanging garden","anthropogenic",520,"7/2/2000","RJ Johnson,Nathan Zorich, Zeke Lauck","Stevens/NPS 2000",5,191,4,5,4,6,3,4,3.85714,4.1875
"26",271,"Big Spring","Kaibab NF, North Kaibab RD",36.60225,-112.3489,2150,"hanging garden","anthropogenic",632,"6/22/2001","L. Stevens, K Burke, RJ Johnson, M. Erhart, R. Andress, et al","Stevens/NPS 2000",5,206,5,5,5,6,3,4,3.85714,4.11042
"27",379,"Burro Spring","Kaibab NF, North Kaibab RD",36.81586,-112.0928,1887,"hanging garden",NA,1612828796,"6/28/2011","Jeri Ledbetter, Glenn Rink, Lisa Schaller, Beep Jenkins, and Frank Romiglia","Stevens et al. Level 2",10,290,4,5,5,6,4,NA,2.5,4.65
"28",413,"FS 139C Spring Pond","Coconino NF, Mogollon Rim RD",34.44196,-111.19214,2333,"limnocrene",NA,707996084,"8/23/2009","Larry Stevens, Jeri Ledbetter, Valerie Hallam","Stevens et al. Level 2",10,62,1,3,3,6,1,3,3.5,2.59537
"29",280,"Dog Lake","Kaibab NF, North Kaibab RD",36.42209,-112.08968,2682,"limnocrene",NA,529,"6/28/2000","RJ Johnson, Larry Stevens,Margaret Erhart, Nathan Zorich, and Paul Lauck","Stevens/NPS 2000",9,127,2,3,3,6,1,3,2.875,3.04398
"30",723,"Tater Canyon Springs upper","Kaibab NF, North Kaibab RD",36.49594,-112.07043,2345,"hanging garden",NA,1303401107,"7/15/2005","L.E. Stevens and R.J. Johnson","Stevens et al. Level 2",7,186,3,6,6,6,2,4,2.125,4.24722
"31",741,"Buck Spring","Kaibab NF, Williams RD",35.18881,-112.04959,2077,"helocrene",NA,2002867233,"5/12/2012","Larry Stevens, Jeri Ledbetter, Marguerite Hendrie, Anya Fayfer, and Vera Markgraf","Stevens et al. Level 2",9,348,2,2,5,6,2,2,3.75,2.7375
"32",1041,"Mint Upper West Unnamed","Coconino NF, Mormon Lake RD",34.86418,-111.41315,2338,"hillslope",NA,1577872354,"6/11/2012","Kyle Paffett, Tom Bean, and Susan Bean","Stevens et al. Level 2",2,583,0,6,5,6,4,0,2.85714,0.6625
"33",1008,"Kendrick Spring","Coconino NF, Peaks RD",35.44391,-111.83994,2319,"rheocrene",NA,-1080294725,"6/10/2012","Kyle Paffett and Quintin Van Dyke","Stevens et al. Level 2",3,584,0,6,5,6,0,0,3.42857,0.73125
"34",899,"Bear Seep Tank","Coconino NF, Mormon Lake RD",34.94475,-111.53757,2276,"hillslope","limnocrene",-1930544404,"6/22/2012","Kyle Paffett, Vera Markgraf, and Jen Williams","Stevens et al. Level 2",6,589,4,2,3,6,1,4,2.71429,3.85
"35",1077,"Roundup Park Spring","Coconino NF, Mogollon Rim RD",34.82363,-111.48742,2249,"hillslope","helocrene",-305110147,"6/21/2012","Kyle Paffett, Vera Markgraf, and Quintin Van Dyke","Stevens et al. Level 2",3,590,1,4,5,6,4,0,3.14286,1.55
"36",945,"Curley Seep","Coconino NF, Peaks RD",35.44218,-111.76352,2318,"hillslope","rheocrene",117165380,"6/10/2012","Kyle Paffett and Quintin Van Dyke","Stevens et al. Level 2",3,598,2,2,4,6,5,4,2.85714,1.99792
"37",743,"Lost Spring","Kaibab NF, Williams RD",35.47141,-111.88183,2198,"hillslope","helocrene",1907240181,"6/10/2012","Kyle Paffett and Quintin Van Dyke","Stevens et al. Level 2",2,599,0,5,5,6,0,0,2.71429,1.075
"38",742,"Triangle Spring","Kaibab NF, Williams RD",35.17196,-111.95661,2059,"helocrene",NA,44634155,"6/4/2012","Kyle Paffett, Vera Markgraf, and Jen Williams","Stevens et al. Level 2",3,601,1,6,6,6,1,0,2.7,1.8
"39",980,"Gooseberry Springs","Coconino NF, Mogollon Rim RD",34.815,-111.40207,2399,"helocrene",NA,176976185,"6/12/2012","Kyle Paffett and Vera Markgraf","Stevens et al. Level 2",5,758,2,5,4,6,2,4,2.14286,3.20625
"40",729,"Mud Springs","Kaibab NF, Williams RD",35.11495,-112.1868,2115,"helocrene","anthropogenic",1984790031,"6/9/2012","Kyle Paffett and Susan Eisenberg","Stevens et al. Level 2",5,760,2,5,4,6,1,4,2.14286,2.8875
"41",1004,"Jones Springs","Coconino NF, Mogollon Rim RD",34.76321,-111.49854,2153,"hillslope","helocrene",1996249458,"6/19/2012","Kyle Paffett and Jen Williams","Stevens et al. Level 2",6,763,5,4,5,6,5,4,2.42857,4.26458
"42",949,"Deer Seep Tank","Coconino NF, Mogollon Rim RD",34.82549,-111.37971,2277,"limnocrene",NA,-404331280,"6/12/2012","Kyle Paffett and Vera Markgraf","Stevens et al. Level 2",5,765,5,4,4,6,2,4,2.28571,3.65208
"43",1113,"T-Six Spring","Coconino NF, Mormon Lake RD",34.90741,-111.59618,2092,"helocrene","hillslope",1311727153,"6/22/2012","Kyle Paffett, Jen Williams, and Vera Markgraf","Stevens et al. Level 2",4,766,4,4,4,6,4,4,2.85714,4.1
"44",956,"Dove Spring","Coconino NF, Mogollon Rim RD",34.87316,-111.37323,2229,"hillslope","helocrene",-971566137,"6/11/2012","Kyle Paffett, Tom Bean, and Susan Bean","Stevens et al. Level 2",5,768,3,5,4,6,5,3,3,3.3125
"45",1055,"Paterson Spring","Coconino NF, Peaks RD",35.15664,-111.80714,2222,"hillslope",NA,-594328580,"8/4/2012","Kyle Paffett, Vera Markgraf, and Quintin Van Dyke","Stevens et al. Level 2",2,769,1,4,5,6,4,0,2.71429,1.72083
"46",1025,"Middle Leonard Canyon Spring #2","Coconino NF, Mogollon Rim RD",34.399,-111.14624,2403,"anthropogenic","limnocrene",1422015114,"8/11/2012","Kyle Paffett and Vera Markgraf","Stevens et al. Level 2",5,770,2,2,4,6,3,3,3,2.975
"47",989,"Homestead Spring","Coconino NF, Mogollon Rim RD",34.47081,-111.28548,2212,"hillslope","rheocrene",2121829320,"8/10/2012","Kyle Paffett, Abe Springer, Vera Markgraf, and Gerald Higa","Stevens et al. Level 2",3,772,3,4,5,6,5,1,2.14286,3.34583
"48",1082,"Schneider Spring","Coconino NF, Mogollon Rim RD",34.48633,-111.13026,2231,"hillslope",NA,1770682166,"8/11/2012","Kyle Paffett Vera Markgraf, and Gerald Higa","Stevens et al. Level 2",3,774,2,4,5,6,4,1,2.71429,2.56458
"49",713,"Wildcat Spring","Coconino NF, Mogollon Rim RD",34.46065,-111.4067,2192,"hillslope",NA,1366648089,"8/7/2012","Kyle Paffett and Gerald Higa","Stevens et al. Level 2",2,780,0,6,5,6,1,0,2.28571,0.7
"50",770,"Spitz Spring Lower","Kaibab NF, Williams RD",35.26033,-111.9751,2136,"helocrene","anthropogenic",1281092075,"6/2/2012","Kyle Paffett and Vera Markgraf","Stevens et al. Level 2",5,786,4,3,4,6,3,5,2.14286,3.33542
"51",771,"Spitz Spring upper","Kaibab NF, Williams RD",35.26135,-111.97436,2130,"anthropogenic",NA,605110352,"6/2/2012","Kyle Paffett and Vera Markgraf","Stevens et al. Level 2",5,787,4,3,4,6,3,5,2.14286,3.33542
"52",1064,"Quail Spring","Coconino NF, Red Rock RD",34.37299,-111.69111,1196,"hillslope",NA,1287150415,"11/18/2012","Kyle Paffett and Kyle Chardi","Stevens et al. Level 2",4,805,1,4,6,6,0,1,2,1.58333
"53",1022,"Lockwood Spring","Coconino NF, Peaks RD",35.04672,-111.86354,2103,"hillslope","anthropogenic",-1489959196,"8/4/2012","Kyle Paffett, Vera Markgraf, and Quintin Van Dyke","Stevens et al. Level 2",5,806,2,4,4,6,2,3,2.28571,2.79792
"54",1033,"Meadow Spring","Coconino NF, Mogollon Rim RD",34.42899,-111.15686,2247,"helocrene","hillslope",1371834343,"6/19/2013","Kyle Paffett, Spencer Harris, and Tom Runyon","Stevens et al. Level 2",6,828,3,2,4,6,4,4,2.71429,3.1375
"55",1006,"Kelly Seep","Coconino NF, Mormon Lake RD",35.06089,-111.68892,2024,"helocrene",NA,1372265002,"6/17/2013","Kyle Paffett and Spencer Harris","Stevens et al. Level 2",6,831,3,3,5,6,5,2,3.14286,2.975
"56",1137,"Winter Cabin Spring","Coconino NF, Red Rock RD",34.68481,-111.76958,1104,"rheocrene",NA,-564726680,"6/17/2013","Kyle Paffett and Spencer Harris","Stevens et al. Level 2",2,832,1,6,4,6,4,1,2.28571,2.13958
"57",1140,"Yellow Jacket Spring Elliott Canyon","Coconino NF, Mormon Lake RD",35.02525,-111.36373,2153,"hillslope",NA,1372279618,"6/14/2013","Kyle Paffett, Krista Sparks, and Spencer Harris","Stevens et al. Level 2",7,834,2,4,4,6,3,1,2.42857,2.9125
"58",892,"Ashurst Spring","Coconino NF, Mormon Lake RD",35.02513,-111.38097,2149,"hillslope",NA,1372694922,"6/14/2013","Kyle Paffett, Krista Sparks, and Spencer Harris","Stevens et al. Level 2",7,838,3,2,5,6,4,4,2.42857,3.29375
"59",976,"Free Spring","Coconino NF, Mormon Lake RD",34.86942,-111.5004,2209,"helocrene",NA,-856583480,"6/13/2013","Kyle Paffett, Krista Sparks, and Spencer Harris","Stevens et al. Level 2",5,840,1,3,4,6,2,3,2.57143,2.2625
"60",1044,"Mud Spring Mormon Mountain","Coconino NF, Mormon Lake RD",34.95943,-111.54402,2330,"limnocrene",NA,-631866071,"6/13/2013","Kyle Paffett, Krista Sparks, and Spencer Harris","Stevens et al. Level 2",5,841,1,2,4,6,2,1,3.14286,2.30833
"61",1067,"Railroad Spring","Coconino NF, Mormon Lake RD",34.87473,-111.45102,2202,"hillslope",NA,1390859830,"6/12/2013","Kyle Paffett, Krista Sparks, Spencer Harris, and Vera Markgraf","Stevens et al. Level 2",6,842,3,4,5,6,2,4,2.85714,3.20417
"62",1122,"Wallace Spring","Coconino NF, Mormon Lake RD",34.92473,-111.49152,2229,"helocrene",NA,1372701556,"6/28/2013","Kyle Paffett, Krista Sparks, Spencer Harris, and Vera Markgraf","Stevens et al. Level 2",4,845,0,6,6,6,0,3,2.42857,1.78542
"63",1023,"Lockwood Spring","Coconino NF, Mormon Lake RD",34.97443,-111.49292,2264,"hillslope",NA,1887015781,"6/28/2013","Kyle Paffett, Krista Sparks, Spencer Harris, and Vera Markgraf","Stevens et al. Level 2",2,846,0,3,5,6,1,0,2.85714,1.29792
"64",749,"Holloway Spring","Kaibab NF, Williams RD",35.11202,-112.08806,2100,"helocrene",NA,-1609849150,"6/27/2013","Kyle Paffett, Krista Sparks, Spencer Harris, and Vera Markgraf","Stevens et al. Level 2",6,848,2,2,5,6,1,4,2.42857,2.8625
"65",1002,"Jack Smith Spring","Coconino NF, Peaks RD",35.34522,-111.64766,2929,"helocrene",NA,-675034504,"6/6/2013","Kyle Paffett, Krista Sparks, and Spencer Harris","Stevens et al. Level 2",2,849,0,6,3,6,0,0,4,0.35
"66",1347,"Dry Lake Hills Pond","Coconino NF, Peaks RD",35.26775,-111.63409,2499,"limnocrene",NA,-547580570,"6/7/2013","Kyle Paffett, Krista Sparks, and Spencer Harris","Stevens et al. Level 2",4,851,3,4,3,6,2,1,2.85714,2.75625
"67",804,"Orion Spring","Coconino NF, Peaks RD",35.29016,-111.63722,2498,"hillslope","rheocrene",1291839215,"6/7/2013","Kyle Paffett, Krista Sparks, and Spencer Harris","Stevens et al. Level 2",2,853,0,4,4,6,1,0,3.57143,1.00833
"68",889,"Alto Spring","Coconino NF, Peaks RD",35.37753,-111.62062,2436,"hillslope",NA,-1019850236,"6/10/2013","Kyle Paffett and Spencer Harris","Stevens et al. Level 2",2,855,1,5,4,6,3,0,2.71429,1.63333
"69",1105,"Taylor Spring","Coconino NF, Mogollon Rim RD",34.4635,-111.17946,2270,"hillslope","rheocrene",-136317695,"6/26/2013","Kyle Paffett, Spencer Harris, Tom Bean, Krista Sparks and Vera Markgraf (veg. survey 7/11/13)","Stevens et al. Level 2",8,856,2,4,4,6,4,4,2.71429,3.2375
"70",1014,"Leopard Frog Spring","Coconino NF, Mogollon Rim RD",34.45205,-111.15308,2273,"hillslope",NA,608820203,"6/4/2013","Kyle Paffett, Krista Sparks, and Spencer Harris","Stevens et al. Level 2",6,860,4,4,4,6,5,4,2.85714,3.59167
"71",1116,"Twin Tanks","Coconino NF, Mogollon Rim RD",34.43588,-111.17643,2347,"hillslope",NA,-2013827055,"6/11/2013","Kyle Paffett, Krista Sparks, Spencer Harris, and Vera Markgraf","Stevens et al. Level 2",7,862,2,4,4,6,4,1,2.57143,3.06042
"72",939,"Cornlily Spring","Coconino NF, Mogollon Rim RD",34.43843,-111.17411,2330,"hillslope","rheocrene",-1536296706,"6/11/2013","Kyle Paffett, Krista Sparks, Spencer Harris, and Vera Markgraf","Stevens et al. Level 2",7,864,2,3,4,6,4,1,2.42857,3.13125
"73",955,"Double Springs (East)","Coconino NF, Mormon Lake RD",34.94106,-111.49433,2206,"hillslope",NA,-389710051,"6/25/2013","Kyle Paffett, Krista Sparks, and Spencer Harris","Stevens et al. Level 2",6,865,3,5,3,6,4,4,2.85714,2.9125
"74",887,"Allan Lake East","Coconino NF, Mormon Lake RD",34.8327,-111.43991,2274,"helocrene","limnocrene",2122905767,"6/12/2013","Kyle Paffett, Krista Sparks, Spencer Harris, and Vera Markgraf","Stevens et al. Level 2",6,866,3,5,3,6,2,4,2.71429,3.35625
"75",1121,"Van Deren Spring","Coconino NF, Mormon Lake RD",34.83563,-111.44602,2282,"helocrene",NA,1949941596,"6/12/2013","Kyle Paffett, Krista Sparks, Spencer Harris, and Vera Markgraf","Stevens et al. Level 2",5,867,2,4,4,6,1,3,3.14286,3.08125
"76",954,"Double Springs (West)","Coconino NF, Mormon Lake RD",34.94125,-111.49434,2190,"hillslope",NA,1361798682,"6/25/2013","Kyle Paffett, Krista Sparks, and Spencer Harris","Stevens et al. Level 2",5,868,2,5,3,6,4,4,2.85714,2.6375
"77",946,"Dairy Spring","Coconino NF, Mormon Lake RD",34.95378,-111.48179,2166,"hillslope","anthropogenic",-958640493,"6/25/2013","Kyle Paffett, Krista Sparks, and Spencer Harris","Stevens et al. Level 2",6,869,3,4,4,6,2,4,3,3.06458
"78",964,"Fisher Point Unnamed","Coconino NF, Peaks RD",35.16261,-111.58643,2124,NA,NA,1372872154,"6/24/2013","Kyle Paffett, Krista Sparks, and Spencer Harris","Stevens et al. Level 2",1,871,1,6,3,6,1,0,2.85714,1.04792
"79",962,"End of Trail","Coconino NF, Mormon Lake RD",35.13293,-111.4573,2039,"rheocrene",NA,-645226600,"6/20/2013","Kyle Paffett and Spencer Harris","Stevens et al. Level 2",2,873,0,4,5,6,1,0,2.71429,0.99792
"80",902,"Big Clearing","Coconino NF, Mormon Lake RD",35.12075,-111.4172,1977,"rheocrene",NA,-1228890695,"6/20/2013","Kyle Paffett and Spencer Harris","Stevens et al. Level 2",2,874,1,4,5,6,1,0,2.85714,1.02917
"81",884,"58 Tank","Coconino NF, Mogollon Rim RD",34.73161,-111.35477,2175,"rheocrene",NA,1373907975,"7/10/2013","Krista Sparks, Kyle Paffett, Spencer Harris, and Vera Markgraf","Stevens et al. Level 2",4,875,1,6,5,6,1,1,2.14286,1.69167
"82",963,"Fain Spring","Coconino NF, Mormon Lake RD",34.81879,-111.52392,2159,"helocrene",NA,1374079523,"6/21/2012","Kyle Paffett, Vera Markgraf, and Quintin Van Dyke","Stevens et al. Level 2",6,878,4,6,5,6,4,4,2.28571,3.95417
"83",576,"Black Bear Spring","Coconino NF, Mogollon Rim RD",34.44736,-111.16426,2278,"hillslope","helocrene",-655558104,"6/19/2013","Kyle Paffett, Krista Sparks, Spencer Harris, Vera Markgraf, and Tom Runyon","Stevens et al. Level 2",7,879,5,3,6,6,4,4,2,3.78958
"84",891,"Ashurst Run Unnamed","Coconino NF, Mormon Lake RD",34.94183,-111.4219,2210,"limnocrene",NA,1376943028,"7/23/2013","Kyle Paffett, Krista Sparks, Spencer Harris, and Vera Markgraf","Stevens et al. Level 2",6,893,2,3,3,6,1,4,3.71429,2.73542
"85",1060,"Phroney Spring","Coconino NF, Red Rock RD",34.44083,-111.69431,1243,"rheocrene",NA,1376950578,"7/18/2013","Kyle Paffett, Krista Sparks, Spencer Harris, and Vera Markgraf","Stevens et al. Level 2",3,895,1,4,5,6,2,0,2.57143,2.23542
"86",690,"Bear Spring lower","Kaibab NF, North Kaibab RD",36.3694,-112.175,2658,"helocrene",NA,1378748943,"8/6/2013","Krista Sparks, Spencer Harris, and Kyle Paffett","Stevens et al. Level 2",7,919,2,3,4,6,5,4,2.57143,3.42292
"87",691,"South Big Spring Tank","Kaibab NF, North Kaibab RD",36.35354,-112.18317,2607,"limnocrene","anthropogenic",1205943972,"8/6/2013","Krista Sparks, Kyle Paffett, and Spencer Harris","Stevens et al. Level 2",4,921,1,2,4,6,1,4,2.71429,2.42917
"88",894,"Babes Hole Spring","Coconino NF, Peaks RD",35.0727,-111.93971,1807,"rheocrene",NA,-661032693,"8/8/2013","Krista Sparks and Spencer Harris","Stevens et al. Level 2",5,925,5,4,4,6,3,4,2.14286,3.79375
"89",1007,"Kelsey Spring","Coconino NF, Peaks RD",35.07562,-111.93514,1936,"rheocrene","helocrene",977846512,"8/8/2013","Krista Sparks and Spencer Harris","Stevens et al. Level 2",5,926,3,4,4,6,2,4,2.14286,3.56667
"90",979,"Geronimo Spring","Coconino NF, Peaks RD",35.07751,-111.94701,1628,"hillslope","rheocrene",673286705,"8/8/2013","Krista Sparks and Spencer Harris","Stevens et al. Level 2",5,927,4,4,4,6,4,4,2,3.84375
"91",583,"Mangum 4 Springs","Kaibab NF, North Kaibab RD",36.62289,-112.34109,2183,"gushet",NA,-1429977267,"8/4/2013","Krista Sparks, Kyle Paffett, and Spencer Harris","Stevens et al. Level 2",5,931,5,4,6,6,4,4,2.42857,3.91458
"92",271,"Big Spring","Kaibab NF, North Kaibab RD",36.60225,-112.3489,2150,"hanging garden","anthropogenic",1381341749,"8/30/2013","Glenn Rink, Jeri Ledbetter, Larry Stevens, and Marguerite Hendrie","Stevens et al. Level 2",9,970,5,2,5,6,3,4,2.875,4.30769
"93",1298,"Pine Flat Spring","Coconino NF, Red Rock RD",35.0111,-111.73723,1695,"rheocrene","hillslope",-728335563,"7/19/2013","Krista Sparks, Spencer Harris, and Quintin Van Dyk","Stevens et al. Level 2",6,988,3,4,2,6,2,4,3.57143,3.12292
"94",896,"Banfield Spring","Coconino NF, Mogollon Rim RD",34.65101,-111.45337,2070,"helocrene",NA,981141611,"7/10/2013","Kyle Paffett, Krista Sparks, Spencer Harris, and Vera Markgraf","Stevens et al. Level 2",6,990,4,3,6,6,2,4,2.85714,3.4
"95",933,"Clark Well","Coconino NF, Mormon Lake RD",35.06712,-111.57964,2108,"helocrene","anthropogenic",351313104,"7/17/2013","Krista Sparks and Spencer Harris","Stevens et al. Level 2",4,991,1,4,4,6,1,3,3,2.72917
"96",967,"Fortyfour Spring","Coconino NF, Mogollon Rim RD",34.48503,-111.37181,2163,"rheocrene",NA,-13733743,"7/22/2013","Kyle Paffett, Spencer Harris, and Vera Markgraf","Stevens et al. Level 2",5,992,2,4,2,6,3,4,3.28571,3.24583
"97",162,"Clover Spring West","Coconino NF, Mogollon Rim RD",34.50596,-111.36258,2089,"hillslope","anthropogenic",2131356967,"7/22/2013","Kyle Paffett, Spencer Harris, and Vera Markgraf","Stevens et al. Level 2",4,994,3,3,4,6,2,4,3.42857,2.87708
"98",1083,"Scott Spring","Coconino NF, Mormon Lake RD",35.02612,-111.72134,2014,"hillslope",NA,110082524,"7/19/2013","Krista Sparks, Spencer Harris, and Quintin Van Dyk","Stevens et al. Level 2",2,995,1,5,5,6,2,0,2.57143,1.35625
"99",1042,"Mortgage Spring","Coconino NF, Mormon Lake RD",35.03722,-111.70964,1961,"rheocrene",NA,135537677,"6/24/2013","Kyle Paffett, Krista Sparks, and Spencer Harris","Stevens et al. Level 2",2,1003,1,4,4,6,5,0,2.71429,1.95625
"100",1135,"Wingfield Corral","Coconino NF, Mogollon Rim RD",34.68438,-111.3547,2073,"hillslope","helocrene",-1580774925,"6/20/2012","Kyle Paffett and Tom Bean","Stevens et al. Level 2",3,592,1,5,5,6,2,0,3.28571,1.03571
"101",429,"Hi Fuller Spring","Coconino NF, Mogollon Rim RD",34.47114,-111.26112,2216,"helocrene",NA,1373916431,"7/12/2013","Krista Sparks, Kyle Paffett, Vera Markgraf, and Abe Springer","Stevens et al. Level 2",7,877,5,4,4,6,2,4,2.71429,3.96042
